Title,Genre,Year,Rating,CriticsScore,AudienceScore
Movie 3806,Sci-Fi,1988,9.1,24.1,67.5
Movie 3807,Drama,2011,7.2,58.2,24.5
Movie 3808,Thriller,1990,3.2,30.7,98.2
Movie 3809,Sci-Fi,1987,1.6,76.9,73.4
Movie 3810,Romance,2012,7.2,57.5,77.8
Movie 3811,Animation,2002,6.2,47,15.9
Movie 3812,Thriller,2004,4.6,34.2,78.7
Movie 3813,Action,1987,4.3,99.9,79.7
Movie 3814,Romance,2024,3,16.5,70.5
Movie 3815,Sci-Fi,2001,7,13.9,36.3
Movie 3816,Romance,1983,9.7,29.6,54.1
Movie 3817,Sci-Fi,2019,2.6,97.4,19.9
Movie 3818,Action,1982,6.4,98.1,52.4
Movie 3819,Documentary,2008,4.8,68.9,31.9
Movie 3820,Comedy,2020,5,89.2,41.4
Movie 3821,Action,2008,3.3,29.3,24.6
Movie 3822,Action,2013,8.4,97.5,30.7
Movie 3823,Horror,2013,5.4,22.9,16.9
Movie 3824,Action,2007,5.9,19.1,92.8
Movie 3825,Horror,1992,3.7,20.1,57.7
Movie 3826,Drama,1994,2.6,61.6,45.7
Movie 3827,Sci-Fi,2002,1.8,80.3,58.2
Movie 3828,Action,2023,7.4,43,66.5
Movie 3829,Animation,2005,2.8,98,93
Movie 3830,Drama,1983,7.2,49.1,26.1
Movie 3831,Sci-Fi,2005,4.5,23.5,36.6
Movie 3832,Comedy,2019,4.7,51.9,97.8
Movie 3833,Thriller,1988,5.2,71.1,43.4
Movie 3834,Horror,1984,4.3,84.9,12
Movie 3835,Action,2011,1.9,51.3,23.3
Movie 3836,Horror,1999,3.8,63.4,12.4
Movie 3837,Thriller,1990,7,34.1,99.1
Movie 3838,Comedy,1994,7,68.1,35.1
Movie 3839,Drama,2011,3.6,98.7,93.1
Movie 3840,Horror,2007,5.1,14.4,99.6
Movie 3841,Documentary,2001,2.7,89.8,64
Movie 3842,Adventure,2020,2.9,60.6,13
Movie 3843,Horror,1996,1.2,32.7,17.3
Movie 3844,Thriller,2005,9.1,95.9,53.3
Movie 3845,Drama,2023,2.9,53.5,46.6
Movie 3846,Documentary,1986,3,39.9,64.6
Movie 3847,Drama,2021,3.5,26.3,49.5
Movie 3848,Thriller,2005,2.1,32,94.1
Movie 3849,Thriller,2004,6.8,85,58.1
Movie 3850,Drama,1989,1.7,65.3,72.4
Movie 3851,Romance,2024,2.2,92.2,90.7
Movie 3852,Comedy,1998,6.8,30.9,23.2
Movie 3853,Romance,1990,4.1,20.9,30.7
Movie 3854,Action,1992,7.4,10.5,19.7
Movie 3855,Thriller,1987,6,55.7,22.6
Movie 3856,Comedy,2019,3.3,99.8,56.1
Movie 3857,Romance,1983,6.9,72.5,38.9
Movie 3858,Animation,2010,2,37.8,48.1
Movie 3859,Comedy,2007,5.8,88.9,98.4
Movie 3860,Romance,1990,4.9,80.4,24.1
Movie 3861,Drama,2022,3.4,11.4,58.7
Movie 3862,Animation,1980,6.4,83.5,18.9
Movie 3863,Documentary,2017,8.8,37,38.7
Movie 3864,Thriller,2003,10,23.5,57.5
Movie 3865,Comedy,2010,6.5,30.4,95.2
Movie 3866,Action,2020,4.6,52.2,45.2
Movie 3867,Drama,2005,3,48.2,15.8
Movie 3868,Thriller,1984,3.3,36,44.9
Movie 3869,Adventure,1999,5.3,25.5,23.1
Movie 3870,Comedy,2020,4.3,78.6,30.7
Movie 3871,Romance,1990,9.2,99.1,65.6
Movie 3872,Animation,2012,4.3,80,16.1
Movie 3873,Animation,2017,4.4,36.6,51.8
Movie 3874,Drama,2006,4.5,32,64.9
Movie 3875,Action,2013,8.5,29.6,48
Movie 3876,Sci-Fi,1994,6.9,22.3,11.7
Movie 3877,Documentary,2011,6.5,59.6,98.7
Movie 3878,Thriller,2000,4,64.5,43
Movie 3879,Animation,1984,8.4,73.5,80.1
Movie 3880,Romance,1985,1.3,71.2,39.3
Movie 3881,Horror,2017,8.8,36.3,52.8
Movie 3882,Comedy,2001,5.6,39.7,45
Movie 3883,Comedy,1997,4.6,71.3,40.8
Movie 3884,Documentary,1993,5.5,41.5,12
Movie 3885,Animation,1989,7,29.1,42.4
Movie 3886,Drama,1992,1.1,43.7,90.1
Movie 3887,Sci-Fi,2010,8.8,34.5,72.1
Movie 3888,Romance,2009,5,17.9,23.1
Movie 3889,Drama,1982,4.1,84.7,63.2
Movie 3890,Horror,2009,2.2,86.8,90.3
Movie 3891,Animation,1985,5,29.8,73
Movie 3892,Documentary,2008,5.5,15.8,23.4
Movie 3893,Romance,1987,4.6,76.5,88.1
Movie 3894,Drama,2023,7.1,29,37.1
Movie 3895,Comedy,2024,4.8,45.4,50.9
Movie 3896,Sci-Fi,2022,9.7,15.8,57.4
Movie 3897,Documentary,2023,6.4,30.4,86.5
Movie 3898,Thriller,2012,8.3,81.4,93.8
Movie 3899,Horror,1996,2,82.4,93.7
Movie 3900,Comedy,1990,4.6,28.6,10.7
Movie 3901,Comedy,1992,4,40.2,93
Movie 3902,Animation,1990,6.1,22.1,14.9
Movie 3903,Documentary,2010,8.8,16.7,33.9
Movie 3904,Comedy,2007,1.7,99.3,56.3
Movie 3905,Action,2023,1.7,69,53.2
Movie 3906,Animation,1985,8.7,58.8,64.4
Movie 3907,Sci-Fi,2020,2.9,78.9,53.2
Movie 3908,Documentary,1995,7,85.6,94.1
Movie 3909,Documentary,1983,5.9,82.6,31.6
Movie 3910,Thriller,2014,8.5,11.5,34.7
Movie 3911,Thriller,2005,2.1,26.8,92.9
Movie 3912,Thriller,1991,2.2,68.9,16.9
Movie 3913,Thriller,1990,6,43.8,64.9
Movie 3914,Documentary,2016,9.5,98.4,71.4
Movie 3915,Thriller,2004,4.7,69.9,55.5
Movie 3916,Romance,1997,3.9,96.1,72.5
Movie 3917,Adventure,1998,6.5,28.1,25.5
Movie 3918,Documentary,2002,9.4,87.8,86.7
Movie 3919,Thriller,2017,8.5,38.9,22.6
Movie 3920,Drama,1997,10,99.1,46.1
Movie 3921,Horror,2005,1.2,24.2,16.8
Movie 3922,Sci-Fi,1985,2,56.5,59.1
Movie 3923,Action,1983,6.5,81.4,70.3
Movie 3924,Drama,2023,8.4,48.9,94.7
Movie 3925,Action,2008,3.6,52.1,76.5
Movie 3926,Action,2013,3.2,98.8,58.7
Movie 3927,Romance,1996,8.1,48.3,93.9
Movie 3928,Drama,2022,1.5,64.4,53.1
Movie 3929,Romance,2022,4.3,14.9,60.5
Movie 3930,Drama,1995,5.6,85.8,63.6
Movie 3931,Documentary,1981,6,68.3,46.9
Movie 3932,Drama,2013,7.6,46.4,85.5
Movie 3933,Thriller,1987,4.2,11.5,26.7
Movie 3934,Action,1992,6.5,63.3,59.9
Movie 3935,Adventure,2021,6.3,11.1,75
Movie 3936,Sci-Fi,1987,5.9,10.1,91.4
Movie 3937,Adventure,2009,6.8,65.4,89.6
Movie 3938,Sci-Fi,2011,3.3,27,55.8
Movie 3939,Action,2015,1.8,27.3,67.9
Movie 3940,Horror,2009,2.1,68.8,45.5
Movie 3941,Drama,1980,3,14.8,52.1
Movie 3942,Sci-Fi,2022,5.5,38.2,91.6
Movie 3943,Documentary,2018,8.6,23.4,93.8
Movie 3944,Thriller,1996,7.3,62.2,90.6
Movie 3945,Comedy,1999,8.1,69.6,22.5
Movie 3946,Sci-Fi,2003,4.2,74.9,86.5
Movie 3947,Drama,2001,4.6,33,95.4
Movie 3948,Animation,2008,4.5,18,42.5
Movie 3949,Animation,2001,2.7,17.1,56.7
Movie 3950,Romance,2023,1.6,48.4,80.1
Movie 3951,Horror,1988,6.3,95.1,60.6
Movie 3952,Action,2016,9.9,29.6,99.4
Movie 3953,Romance,1989,2.5,33.1,51
Movie 3954,Drama,2015,1.4,19.1,74.3
Movie 3955,Drama,2016,8,64.5,81.3
Movie 3956,Action,2007,3.3,71.2,54.5
Movie 3957,Comedy,2007,8.5,67.9,87.1
Movie 3958,Horror,2021,7.3,87.5,59.2
Movie 3959,Horror,2022,9.5,53.8,47
Movie 3960,Comedy,2000,4.7,22.1,19.7
Movie 3961,Horror,2003,7,36,45.4
Movie 3962,Documentary,2021,5.2,69.6,76.1
Movie 3963,Horror,2019,6.7,65.2,92.9
Movie 3964,Horror,1981,5,57.8,32.7
Movie 3965,Drama,1987,2.7,71.5,42
Movie 3966,Action,2006,5.6,67.4,23.9
Movie 3967,Comedy,2001,5.8,89.3,72.2
Movie 3968,Horror,2016,8.3,62.7,96.4
Movie 3969,Documentary,2006,7.6,80.1,67.7
Movie 3970,Thriller,2008,7,32.4,65.5
Movie 3971,Animation,1982,2,71,59.8
Movie 3972,Animation,2023,7.5,91.2,18
Movie 3973,Drama,1992,5.5,44.7,75.7
Movie 3974,Comedy,2024,9,80.1,64.2
Movie 3975,Drama,1989,9.3,75.2,69.5
Movie 3976,Horror,2015,1.5,15.4,90.9
Movie 3977,Sci-Fi,1988,8.4,62.3,80.6
Movie 3978,Romance,2006,1.3,21.7,80.3
Movie 3979,Sci-Fi,2013,4.3,97.1,93.4
Movie 3980,Animation,1980,5.9,83,99.1
Movie 3981,Adventure,2011,2.3,19.9,62.3
Movie 3982,Adventure,2004,7.7,21,19.8
Movie 3983,Romance,2008,1.1,63.5,51.3
Movie 3984,Thriller,1986,2.5,41,80.9
Movie 3985,Adventure,1982,6.2,13.1,12.5
Movie 3986,Animation,1999,7.4,58.7,15.1
Movie 3987,Drama,1999,9.2,44.9,16
Movie 3988,Documentary,2009,7.3,19.1,75.8
Movie 3989,Animation,2014,7,82.2,55.1
Movie 3990,Comedy,2014,4.5,92.4,43.2
Movie 3991,Sci-Fi,2018,1,78.1,19.5
Movie 3992,Horror,2006,2.1,84,75.9
Movie 3993,Horror,2005,5.8,29.5,38.9
Movie 3994,Sci-Fi,1993,7.1,33.7,33.9
Movie 3995,Romance,1996,4.8,28.8,68.7
Movie 3996,Animation,1997,7.6,78.9,60.3
Movie 3997,Romance,2024,5.7,95.3,42.6
Movie 3998,Thriller,2008,1.7,74.5,67.7
Movie 3999,Comedy,1999,2.7,89.3,34.4
Movie 4000,Documentary,2006,8.6,67.5,81.5
Movie 4001,Documentary,1997,7.5,44.9,30.6
Movie 4002,Comedy,1983,9.1,48.3,24.3
Movie 4003,Comedy,1980,2.1,16.8,80.4
Movie 4004,Adventure,1980,9.9,12.8,73.7
Movie 4005,Documentary,2005,2.9,72.6,26.4
Movie 4006,Comedy,2024,1.1,49.5,20.5
Movie 4007,Sci-Fi,1999,10,59.7,85.5
Movie 4008,Thriller,2002,3.5,60.2,79.9
Movie 4009,Sci-Fi,1989,7,35,39.5
Movie 4010,Comedy,1990,2.6,52.8,69.2
Movie 4011,Comedy,2020,6.2,52.4,21.2
Movie 4012,Documentary,2020,9.1,45,55.6
Movie 4013,Comedy,1984,3.9,83.9,11.7
Movie 4014,Action,1980,7,50.6,45.2
Movie 4015,Thriller,1996,2.7,64.3,16.7
Movie 4016,Comedy,2001,6.6,90.6,52.8
Movie 4017,Animation,2013,4,88,48
Movie 4018,Action,2024,2.9,90.1,50
Movie 4019,Action,2020,3.8,34.3,14.1
Movie 4020,Horror,2008,2.6,13.1,42.5
Movie 4021,Action,1983,9.1,33.5,78.1
Movie 4022,Horror,1984,4.6,35.1,43.2
Movie 4023,Comedy,1990,3.2,91.8,74.4
Movie 4024,Sci-Fi,2000,5,68.4,43.3
Movie 4025,Adventure,2014,3.9,17.4,48.1
Movie 4026,Action,1991,7.7,22.2,60.8
Movie 4027,Sci-Fi,2005,9.7,24,95.6
Movie 4028,Sci-Fi,1998,4.9,66.7,19.8
Movie 4029,Adventure,2024,8.7,76.2,13
Movie 4030,Horror,1986,6.1,87.4,64.7
Movie 4031,Sci-Fi,1986,2.4,94.7,95.4
Movie 4032,Action,2005,7.2,28.2,99.1
Movie 4033,Comedy,2019,5.6,37.9,53.6
Movie 4034,Horror,1984,6.9,31.6,52.1
Movie 4035,Thriller,2000,9,42.3,68
Movie 4036,Comedy,1993,5,92.3,60
Movie 4037,Comedy,1983,9.1,61.8,67.1
Movie 4038,Thriller,2002,7.8,76.4,88.7
Movie 4039,Adventure,2021,5.4,54.1,77.2
Movie 4040,Action,1999,6.4,12.6,54.7
Movie 4041,Sci-Fi,1994,3.9,15.8,51.6
Movie 4042,Romance,2024,9.9,58.4,67.6
Movie 4043,Adventure,2008,7,74.7,51
Movie 4044,Adventure,1987,1.4,29.4,51.2
Movie 4045,Thriller,2020,3.9,75,11.5
Movie 4046,Sci-Fi,1998,6.6,83,25.7
Movie 4047,Animation,2018,1.5,47.1,54
Movie 4048,Animation,2007,1.2,77.2,84
Movie 4049,Documentary,2006,5.1,46.4,35.1
Movie 4050,Drama,1983,4,71.1,57
Movie 4051,Comedy,1994,4.9,78.8,41
Movie 4052,Thriller,2014,3.4,99.3,19.4
Movie 4053,Sci-Fi,2016,2.5,41.1,96.2
Movie 4054,Action,1980,7.2,47,86.9
Movie 4055,Sci-Fi,1982,5.6,24.9,17.1
Movie 4056,Adventure,2003,2.8,28.4,74.8
Movie 4057,Action,2006,3.9,72.4,41.3
Movie 4058,Documentary,2019,6.3,92.5,99.5
Movie 4059,Thriller,2015,1.7,45.5,37.2
Movie 4060,Drama,2013,2.3,26.2,31.5
Movie 4061,Documentary,2008,1.7,35.7,61.1
Movie 4062,Animation,2003,8.3,51,85.2
Movie 4063,Sci-Fi,2003,7.8,36.2,27.3
Movie 4064,Adventure,2021,7.8,31,73.8
Movie 4065,Thriller,1983,7.4,76.2,15.5
Movie 4066,Animation,1982,7,10.7,92.7
Movie 4067,Animation,2013,5.3,58.5,17.3
Movie 4068,Sci-Fi,2002,6.8,81.4,92.3
Movie 4069,Comedy,2002,1.3,34,54.2
Movie 4070,Sci-Fi,2024,6.6,64.3,50.3
Movie 4071,Action,1984,8,70.2,97.6
Movie 4072,Sci-Fi,2010,5.5,69,99.1
Movie 4073,Documentary,2020,4.2,50.1,68.5
Movie 4074,Comedy,1985,3.5,41.2,21.4
Movie 4075,Animation,2016,6.8,85.2,55.6
Movie 4076,Comedy,1989,7.2,78.3,57.6
Movie 4077,Romance,2019,8.8,38.9,56.3
Movie 4078,Documentary,1986,4.1,19.3,61.3
Movie 4079,Romance,2018,7.9,16.5,11.7
Movie 4080,Thriller,2017,6.1,18.5,74
Movie 4081,Adventure,2000,8.9,62.5,74.1
Movie 4082,Action,1999,5.8,14.6,20.4
Movie 4083,Horror,1982,5.7,40.3,61.3
Movie 4084,Action,2001,6.2,77.8,61.2
Movie 4085,Adventure,1983,7.7,36.5,71.4
Movie 4086,Comedy,2007,9.7,78.7,17.7
Movie 4087,Comedy,1991,1.7,77.1,66.4
Movie 4088,Action,2017,1.5,32.1,35.3
Movie 4089,Horror,2015,9.4,75.6,55.6
Movie 4090,Drama,2020,5.8,77.3,79.6
Movie 4091,Comedy,1984,6.5,45.8,73.5
Movie 4092,Animation,1992,5.3,28.9,20.7
Movie 4093,Action,2002,1.8,56.9,63.2
Movie 4094,Romance,2009,7.9,92.9,97.2
Movie 4095,Comedy,2016,7.7,67.6,24.1
Movie 4096,Sci-Fi,2004,3.8,25.6,86.8
Movie 4097,Comedy,2006,3.8,71.4,73.2
Movie 4098,Thriller,1993,8.5,48.4,79.7
Movie 4099,Romance,2015,1.7,63.2,35.4
Movie 4100,Adventure,2018,8.9,76.1,35.9
Movie 4101,Comedy,1995,3.3,56.3,91.5
Movie 4102,Horror,2001,6.3,83.3,42.4
Movie 4103,Drama,2000,9.4,75,15.7
Movie 4104,Action,2000,7.1,65.4,64.1
Movie 4105,Documentary,1987,4.7,23.6,21.2
Movie 4106,Drama,1995,7.2,85.2,81.7
Movie 4107,Adventure,2010,4.1,94.2,67.8
Movie 4108,Adventure,2021,3.5,22.3,88.7
Movie 4109,Action,1989,10,53.9,80.6
Movie 4110,Sci-Fi,2011,7.8,33.3,20.1
Movie 4111,Documentary,2013,6.8,77.9,44.3
Movie 4112,Adventure,1988,4.2,74.9,79.7
Movie 4113,Documentary,1996,1.4,22.7,47.6
Movie 4114,Animation,1990,1.3,88.9,97.5
Movie 4115,Animation,2011,6,26.3,76.2
Movie 4116,Thriller,1989,7.9,81.8,11.4
Movie 4117,Adventure,2001,5.8,51.1,89.2
Movie 4118,Documentary,1996,8.6,39.5,19.1
Movie 4119,Comedy,1983,1.3,24.2,22.6
Movie 4120,Documentary,2004,4.3,25.1,76.1
Movie 4121,Sci-Fi,2000,3.1,69.6,87.8
Movie 4122,Comedy,2016,5,59.5,58.3
Movie 4123,Romance,2017,1.7,21,36
Movie 4124,Comedy,1980,9.6,20.1,41.6
Movie 4125,Documentary,2004,3,16.5,40.9
Movie 4126,Horror,2015,9.3,76.9,39.4
Movie 4127,Animation,1996,4.8,74.1,31.9
Movie 4128,Comedy,2020,9.9,15.3,64.8
Movie 4129,Horror,2003,6,60.4,91
Movie 4130,Romance,1981,9.4,17.6,37.6
Movie 4131,Sci-Fi,2019,1,91.3,26.8
Movie 4132,Horror,1994,7.7,91.6,85.5
Movie 4133,Thriller,2011,9.1,72.8,76.8
Movie 4134,Documentary,2018,2.3,93.4,93.8
Movie 4135,Sci-Fi,1985,1.9,83,24.9
Movie 4136,Romance,1980,4.8,84.6,23
Movie 4137,Adventure,2002,9.4,61.3,58.7
Movie 4138,Drama,2018,5.9,37.5,65.3
Movie 4139,Horror,1996,5.7,29.6,53.2
Movie 4140,Comedy,2013,2.3,39.4,63.9
Movie 4141,Animation,2020,1,66.6,26.2
Movie 4142,Drama,2008,8.3,25.5,53.2
Movie 4143,Adventure,1988,1.8,33.3,69.2
Movie 4144,Action,1992,6.7,52.1,48.9
Movie 4145,Comedy,1985,9.2,31,71.2
Movie 4146,Documentary,1985,2.9,63,50.6
Movie 4147,Documentary,1999,7,93.1,40
Movie 4148,Drama,1982,1.7,77.3,37.3
Movie 4149,Sci-Fi,1996,6.4,70,47
Movie 4150,Action,1991,2.5,62.4,12.1
Movie 4151,Romance,2024,7.6,53.9,70.2
Movie 4152,Romance,1980,3.7,26.8,86.1
Movie 4153,Adventure,1996,5.2,90.5,41.9
Movie 4154,Sci-Fi,1982,6.4,32.4,14.1
Movie 4155,Horror,2005,2.5,18.2,98.8
Movie 4156,Romance,1994,7.7,77.5,33.7
Movie 4157,Action,2015,3.7,25.8,21.4
Movie 4158,Animation,2011,7,43.5,43.3
Movie 4159,Romance,2011,2.4,12.5,76.5
Movie 4160,Action,1983,7.2,22.3,36.5
Movie 4161,Documentary,1997,2.2,25.6,61.7
Movie 4162,Animation,1998,4.8,14.9,47.4
Movie 4163,Action,2022,3.2,69.1,20.6
Movie 4164,Sci-Fi,2014,7.7,85.3,39.7
Movie 4165,Sci-Fi,2019,3.4,43.6,75.2
Movie 4166,Animation,1993,8.9,88.7,65.1
Movie 4167,Thriller,2012,9,29.2,20.8
Movie 4168,Thriller,1993,2.8,39.3,24.7
Movie 4169,Comedy,2013,6.5,23.6,67.7
Movie 4170,Animation,1983,1.8,65.9,83.2
Movie 4171,Horror,2003,4.5,47.8,41.5
Movie 4172,Drama,2008,7.4,65.2,63.6
Movie 4173,Animation,1998,6.9,78.6,25.4
Movie 4174,Sci-Fi,1985,6.6,59.1,38
Movie 4175,Thriller,2012,3.5,66.5,11.8
Movie 4176,Horror,2019,4.4,94.2,79.1
Movie 4177,Documentary,1998,1.9,36.9,46.1
Movie 4178,Adventure,1980,7.5,42.3,83.5
Movie 4179,Drama,1984,5.5,74.6,73.8
Movie 4180,Comedy,2006,7.4,65,84.6
Movie 4181,Action,1995,3.2,26.1,35.7
Movie 4182,Sci-Fi,1985,3.9,43.9,26.7
Movie 4183,Comedy,2019,4,52.1,97.5
Movie 4184,Thriller,1992,1.2,47.7,74.6
Movie 4185,Romance,2014,4.1,26,85.1
Movie 4186,Drama,1998,8.2,93.2,11.2
Movie 4187,Animation,1991,9.1,78.6,41.9
Movie 4188,Adventure,1995,5.7,53.3,76.9
Movie 4189,Sci-Fi,2022,5.1,71.2,17
Movie 4190,Documentary,1989,1.3,90.8,61.1
Movie 4191,Drama,2004,8.9,22.3,48.6
Movie 4192,Thriller,1999,1.1,32.5,11.6
Movie 4193,Comedy,2010,9.5,58.8,31.2
Movie 4194,Thriller,1983,5.4,81.9,35.6
Movie 4195,Sci-Fi,2023,4.1,13.3,20.1
Movie 4196,Romance,2002,9.3,98.6,66.8
Movie 4197,Documentary,1981,1.2,50.9,31.8
Movie 4198,Documentary,2001,6.2,42.3,35
Movie 4199,Comedy,2016,5.9,36.3,90.8
Movie 4200,Adventure,1987,3,25.7,52
Movie 4201,Animation,1986,4.9,81.2,45.3
Movie 4202,Action,1993,6.9,96,75.1
Movie 4203,Horror,1982,7.5,47.2,91.9
Movie 4204,Thriller,1995,1,95.7,12.3
Movie 4205,Documentary,1998,9.4,84.1,50.3
Movie 4206,Animation,1997,2.5,53.3,65
Movie 4207,Romance,1995,3.1,70.7,38.7
Movie 4208,Horror,1987,3.4,49.1,79.5
Movie 4209,Thriller,2012,1.3,60.3,97.4
Movie 4210,Drama,1991,2.1,15.2,94.9
Movie 4211,Comedy,1990,9.9,72.7,33.9
Movie 4212,Drama,1984,3.8,14.8,30.4
Movie 4213,Animation,2006,2,83.5,96.2
Movie 4214,Thriller,1991,2,84.2,51.3
Movie 4215,Horror,1996,7.5,31.3,28.7
Movie 4216,Documentary,1985,8.7,39.1,73.6
Movie 4217,Animation,2012,3.3,53.3,35.6
Movie 4218,Comedy,1984,1.2,63.7,34.1
Movie 4219,Drama,2007,3,35.9,89.1
Movie 4220,Horror,1993,1.5,63.3,24.6
Movie 4221,Romance,1984,1.9,36.8,15.8
Movie 4222,Romance,2012,4.9,15,34.2
Movie 4223,Romance,2020,3.1,10.2,64.6
Movie 4224,Comedy,1998,5.6,19.1,21.1
Movie 4225,Documentary,2001,3.3,81.3,52.4
Movie 4226,Romance,1984,9.5,96.5,66.5
Movie 4227,Documentary,1981,9.2,48.4,86.4
Movie 4228,Action,2009,6.1,56.1,30.7
Movie 4229,Action,2018,4.2,23.2,83.6
Movie 4230,Thriller,1983,4.4,59.6,31.1
Movie 4231,Romance,2012,4.7,23,70.9
Movie 4232,Thriller,1992,7.5,65,48.8
Movie 4233,Romance,1999,5.1,94,20.3
Movie 4234,Thriller,1986,8.7,27.6,74.3
Movie 4235,Thriller,1994,9.5,78.8,29.6
Movie 4236,Horror,2002,4,12.1,25.9
Movie 4237,Action,1993,6,43.8,42.2
Movie 4238,Action,2002,1.9,20,68.8
Movie 4239,Horror,1998,2.8,41.7,31.1
Movie 4240,Sci-Fi,2008,4.7,25.6,26.5
Movie 4241,Animation,1999,2.9,43.6,10.9
Movie 4242,Action,2008,8.9,47.6,52.4
Movie 4243,Thriller,2003,2.4,37.1,48.6
Movie 4244,Romance,1997,5.1,69.1,31
Movie 4245,Sci-Fi,1989,6.5,92.7,14.8
Movie 4246,Drama,2020,7.2,46.1,48.6
Movie 4247,Drama,1987,4.4,27.3,80.9
Movie 4248,Romance,2005,8.8,34.4,74.4
Movie 4249,Sci-Fi,2008,6.1,86.9,87.5
Movie 4250,Adventure,1989,5,61.4,10.9
Movie 4251,Adventure,1996,1.6,51,97
Movie 4252,Animation,1981,5.2,23.5,40.7
Movie 4253,Romance,1985,8.4,50.5,99.1
Movie 4254,Sci-Fi,1984,6.5,35.1,32.7
Movie 4255,Thriller,2007,8.5,94.9,52.4
Movie 4256,Documentary,2020,5.4,89.6,41.9
Movie 4257,Documentary,1984,2.1,17.6,42
Movie 4258,Documentary,1997,1.1,56.5,85.8
Movie 4259,Animation,2005,3.7,30.3,77.2
Movie 4260,Action,1999,7.3,47,99.3
Movie 4261,Romance,2020,8.1,88.9,65.2
Movie 4262,Adventure,2006,3.7,57.5,51.7
Movie 4263,Documentary,1991,5.5,40.1,18.1
Movie 4264,Romance,1986,4.8,28.7,99.7
Movie 4265,Animation,1982,4.7,82,59.6
Movie 4266,Sci-Fi,1989,3.1,66.2,73
Movie 4267,Romance,2013,2.2,52.1,46.6
Movie 4268,Drama,2004,2.8,29.6,59.3
Movie 4269,Action,2014,1.5,40.1,94.8
Movie 4270,Documentary,1995,2.8,96.4,25
Movie 4271,Thriller,1981,1.1,56.8,36.3
Movie 4272,Sci-Fi,2003,6.6,46.1,23.7
Movie 4273,Documentary,1989,3.8,56.9,81.3
Movie 4274,Comedy,2017,9.8,80.1,15.6
Movie 4275,Sci-Fi,2001,2.7,40.6,17.3
Movie 4276,Comedy,2005,4.1,26.1,36.9
Movie 4277,Adventure,2022,4.2,62.6,56.3
Movie 4278,Drama,2018,1.1,69.9,46.6
Movie 4279,Adventure,2006,8.6,74.1,14
Movie 4280,Sci-Fi,2008,1.3,89.4,96.2
Movie 4281,Documentary,2017,9.5,43.4,95.8
Movie 4282,Adventure,1999,9,16.8,35.1
Movie 4283,Horror,2006,5.8,96.3,75.8
Movie 4284,Sci-Fi,2020,5.9,49.2,62.1
Movie 4285,Drama,1999,6.9,66.1,31.4
Movie 4286,Romance,2023,4.5,70,33.6
Movie 4287,Adventure,1998,6.8,59.2,54.2
Movie 4288,Sci-Fi,1999,1.4,28.5,47.7
Movie 4289,Sci-Fi,2014,1.5,78,36.2
Movie 4290,Comedy,1981,5.1,82.3,82.7
Movie 4291,Sci-Fi,2009,5.9,59.8,53.3
Movie 4292,Thriller,2013,9,54,68.9
Movie 4293,Adventure,2001,1.9,20.3,27
Movie 4294,Comedy,1982,8.4,17.6,58
Movie 4295,Horror,1985,2.9,40.6,38.6
Movie 4296,Thriller,1994,4.5,38,57.4
Movie 4297,Thriller,2006,3.8,95.8,80.3
Movie 4298,Documentary,1989,4.6,80.5,79.2
Movie 4299,Comedy,1988,2.4,69.4,41.9
Movie 4300,Horror,2012,5.5,56.6,72.5
Movie 4301,Comedy,2011,8.2,25.1,94.7
Movie 4302,Documentary,1985,5,98.1,66.3
Movie 4303,Comedy,2020,5.4,43.8,23.4
Movie 4304,Sci-Fi,2015,8.6,19.6,71.2
Movie 4305,Animation,1981,7.4,54.4,19.4
Movie 4306,Sci-Fi,2008,5.4,88.7,88.5
Movie 4307,Adventure,1983,3.3,89.9,56.5
Movie 4308,Documentary,1980,9,11,44.7
Movie 4309,Drama,1998,6.2,89.8,15.1
Movie 4310,Documentary,2005,3,34.4,44.3
Movie 4311,Documentary,2004,3.4,13.5,91.3
Movie 4312,Animation,1989,8.2,86.3,11.9
Movie 4313,Documentary,1994,1.4,87.7,52.7
Movie 4314,Adventure,2001,9.9,63.7,93.8
Movie 4315,Animation,2000,2.2,61.7,45.5
Movie 4316,Adventure,2001,8.2,83.2,48.5
Movie 4317,Drama,2015,4.6,80.8,62.1
Movie 4318,Thriller,2013,5.4,90.1,51.7
Movie 4319,Comedy,2009,8.9,59.7,25.2
Movie 4320,Drama,2004,4.7,97.1,11.7
Movie 4321,Documentary,2024,5.8,99.7,64.9
Movie 4322,Drama,2007,1.4,20.5,92.9
Movie 4323,Drama,1980,1,86.5,19.6
Movie 4324,Action,2024,3.2,55,29
Movie 4325,Comedy,1983,7.1,44.9,43.3
Movie 4326,Documentary,1986,2.1,65.2,82.8
Movie 4327,Thriller,1988,2,15,34.2
Movie 4328,Thriller,2015,4.7,55.6,89.4
Movie 4329,Action,1998,6.8,88.4,14.9
Movie 4330,Animation,1980,7.4,29.2,94.7
Movie 4331,Romance,1989,2.6,48.4,60.5
Movie 4332,Documentary,2015,1.7,94.6,69.3
Movie 4333,Animation,1988,9.5,48.6,43.1
Movie 4334,Animation,2024,3.3,42.3,80.4
Movie 4335,Documentary,2021,8.7,49.6,25
Movie 4336,Sci-Fi,2011,8.8,56.8,14.4
Movie 4337,Adventure,2011,8,66.9,45.6
Movie 4338,Documentary,1985,2.5,82.1,86.8
Movie 4339,Horror,2017,8.4,50.7,77.9
